`mesh_descriptor_uid`,`name`,`annotation`,`created_at`,`updated_at`,`deleted`
D000215,Acylation,almost never IM; enzymatic acylation: coord NIM with ACYLTRANSFERASES (IM) + substrate (NIM) or specific acyltransferase (IM); ACETYLATION & ACETYLTRANSFERASES are also available,2010-01-01 00:00:00,2014-08-18 20:20:14,0
D000216,N-Acylneuraminate Cytidylyltransferase,,2010-01-01 00:00:00,2014-08-18 20:20:15,0
D000217,Acyltransferases,,2010-01-01 00:00:00,2014-08-18 20:20:20,0
D000218,Adamantane,a cycloparaffin,2010-01-01 00:00:00,2014-08-18 20:20:23,0
D000219,Adams-Stokes Syndrome,,2010-01-01 00:00:00,2014-08-18 20:20:26,0
D000220,"Adaptation, Biological","much of biol adapt will be ADAPTATION, PHYSIOLOGICAL as more specific; mimicry except for MOLECULAR MIMICRY goes here; DF: ADAPTATION BIOL",2010-01-01 00:00:00,2014-08-18 20:20:31,0
D000221,"Adaptation, Ocular","adjustment of eye to variations in intensity of light; do not confuse with ACCOMMODATION, OCULAR, adjustment of lens to distance",2010-01-01 00:00:00,2014-08-18 20:20:32,0
D000222,"Adaptation, Physiological",PSYCHOLOGICAL ADAPTATION is also available; DF: ADAPTATION PHYSIOL,2010-01-01 00:00:00,2014-08-18 20:20:33,0
D000223,"Adaptation, Psychological",human & animal; DF: ADAPTATION PSYCHOL,2010-01-01 00:00:00,2014-08-18 20:20:35,0
D000224,Addison Disease,,2010-01-01 00:00:00,2014-08-18 20:20:38,0
D000225,Adenine,/biosyn/physiol permitted,2010-01-01 00:00:00,2014-08-18 20:20:44,0
D000226,"Mitochondrial ADP, ATP Translocases",,2010-01-01 00:00:00,2014-08-18 20:20:47,0
D000227,Adenine Nucleotides,/biosyn /physiol permitted,2010-01-01 00:00:00,2014-08-18 20:20:53,0
D000228,Adenine Phosphoribosyltransferase,DF: APRT,2010-01-01 00:00:00,2014-08-18 20:20:56,0
D000229,Dependovirus,infection: coord IM with PARVOVIRIDAE INFECTIONS (IM),2010-01-01 00:00:00,2014-08-18 20:21:02,0
D000230,Adenocarcinoma,coord IM with precoord organ/neopl term (IM),2010-01-01 00:00:00,2014-08-18 20:21:04,0
D000231,"Adenocarcinoma, Papillary",/blood supply /chem /second /secret /ultrastruct permitted; coord IM with precoord organ/neopl term (IM),2010-01-01 00:00:00,2014-08-18 20:21:11,0
D000232,Adenofibroma,do not confuse with FIBROADENOMA; /blood supply /chem /secret /ultrastruct permitted; coord IM with precoord organ/neopl term (IM),2010-01-01 00:00:00,2014-08-18 20:21:16,0
D000233,Adenoidectomy,do not use /util except by MeSH definition,2010-01-01 00:00:00,2014-08-18 20:21:23,0
D000234,Adenoids,,2010-01-01 00:00:00,2014-08-18 20:21:26,0
D000235,Adenolymphoma,/blood supply /chem /secret /ultrastruct permitted; coord IM with precoord organ/neopl term (IM),2010-01-01 00:00:00,2014-08-18 20:21:29,0
D000236,Adenoma,GEN or unspecified; prefer specifics; coord IM with precoord organ/neopl term (IM),2010-01-01 00:00:00,2014-08-18 20:21:33,0
D000237,"Adenoma, Basophil",/blood supply /chem /secret /ultrastruct permitted; coord IM with PITUITARY NEOPLASMS (IM),2010-01-01 00:00:00,2014-08-18 20:21:39,0
D000238,"Adenoma, Chromophobe",coord IM with PITUITARY NEOPLASMS (IM),2010-01-01 00:00:00,2014-08-18 20:21:44,0
D000239,"Adenoma, Acidophil",/blood supply /chem /secret /ultrastruct permitted; coord IM with PITUITARY NEOPLASMS (IM),2010-01-01 00:00:00,2014-08-18 20:21:48,0
D000241,Adenosine,/biosyn /physiol permitted,2010-01-01 00:00:00,2014-08-18 20:21:56,0
D000242,Cyclic AMP,"/biosyn /physiol permitted; cAMP receptor protein, cyclic AMP receptor protein: index under RECEPTORS, CYCLIC AMP; DF: CYCL AMP",2010-01-01 00:00:00,2014-08-18 20:22:01,0
D000243,Adenosine Deaminase,/defic: consider also SEVERE COMBINED IMMUNODEFICIENCY or SCID,2010-01-01 00:00:00,2014-08-18 20:22:09,0
D000244,Adenosine Diphosphate,/biosyn /physiol permitted,2010-01-01 00:00:00,2014-08-18 20:22:14,0
D000245,Adenosine Diphosphate Glucose,,2010-01-01 00:00:00,2014-08-18 20:22:19,0
D000246,Adenosine Diphosphate Ribose,,2010-01-01 00:00:00,2014-08-18 20:22:24,0
D000247,Adenosine Diphosphate Sugars,,2010-01-01 00:00:00,2014-08-18 20:22:32,0
D000248,Adenosine Kinase,,2010-01-01 00:00:00,2014-08-18 20:22:35,0
D000249,Adenosine Monophosphate,/biosyn /physiol permitted,2010-01-01 00:00:00,2014-08-18 20:22:40,0
D000250,Adenosine Phosphosulfate,,2010-01-01 00:00:00,2014-08-18 20:22:51,0
D000251,Adenosine Triphosphatases,,2010-01-01 00:00:00,2014-08-18 20:22:55,0
D000252,Calcium-Transporting ATPases,DF: CA ATPASE; general; prefer specifics,2010-01-01 00:00:00,2014-08-18 20:23:01,0
D000254,Sodium-Potassium-Exchanging ATPase,DF: NA K ATPASE,2010-01-01 00:00:00,2014-08-18 20:23:07,0
D000255,Adenosine Triphosphate,,2010-01-01 00:00:00,2014-08-18 20:23:14,0
D000256,Adenoviridae,a family of DNA viruses; adeno- refers to early isol from adenoids; infection = ADENOVIRIDAE INFECTIONS,2010-01-01 00:00:00,2014-08-18 20:23:24,0
D000257,Adenoviridae Infections,"GEN or unspecified; prefer specifics; ADENOVIRUS INFECTIONS, HUMAN is available",2010-01-01 00:00:00,2014-08-18 20:23:26,0
D000258,"Adenovirus Infections, Human",,2010-01-01 00:00:00,2014-08-18 20:23:30,0
D000259,Aviadenovirus,infection: coord IM with ADENOVIRIDAE INFECTIONS (IM); DUCK ADENOVIRUS A see ATADENOVIRUS and TURKEY ADENOVIRUS 3 and TURKEY ADENOVIRUS A see SIADENOVIRUS are also available,2010-01-01 00:00:00,2014-08-18 20:23:35,0
D000260,"Adenoviruses, Human","infection = ADENOVIRUS INFECTIONS, HUMAN",2010-01-01 00:00:00,2014-08-18 20:23:37,0
D000261,"Adenoviruses, Simian",species of the genus Mastadenovirus; infection: coord IM with ADENOVIRIDAE INFECTIONS (IM),2010-01-01 00:00:00,2014-08-18 20:23:39,0
D000262,Adenylate Cyclase,,2010-01-01 00:00:00,2014-08-18 20:23:41,0
D000263,Adenylate Kinase,,2010-01-01 00:00:00,2014-08-18 20:23:44,0
D000264,Adenylosuccinate Lyase,,2010-01-01 00:00:00,2014-08-18 20:23:48,0
D000265,Adenylosuccinate Synthase,,2010-01-01 00:00:00,2014-08-18 20:23:52,0
D000266,Adenylyl Imidodiphosphate,/biosyn /physiol permitted; DF: APPNHP,2010-01-01 00:00:00,2014-08-18 20:23:56,0
D000267,Tissue Adhesions,IM GEN only; coordinate NIM with organ/disease term,2010-01-01 00:00:00,2014-08-18 20:24:00,0
D000268,Adhesiveness,NIM,2010-01-01 00:00:00,2014-08-18 20:24:04,0
D000269,Adhesives,D25-26 qualif; coord IM with DENTURE RETENTION (IM) for denture adhesives; spray adhesives: coord IM with AEROSOLS (NIM) if pertinent; available also are BONE CEMENTS & DENTAL CEMENTS,2010-01-01 00:00:00,2014-08-18 20:24:05,0
D000270,Adie Syndrome,,2010-01-01 00:00:00,2014-08-18 20:24:08,0
D000272,Adipic Acids,,2010-01-01 00:00:00,2014-08-18 20:24:13,0
D000273,Adipose Tissue,inflammation = PANNICULITIS; /surg: consider also LIPECTOMY; do not confuse with FAT BODY,2010-01-01 00:00:00,2014-08-18 20:24:16,0
D000274,Adiposis Dolorosa,,2010-01-01 00:00:00,2014-08-18 20:24:19,0
D000275,Adjustment Disorders,,2010-01-01 00:00:00,2014-08-18 20:24:22,0
D000276,"Adjuvants, Immunologic",DF: ADJUVANTS IMMUNOL,2010-01-01 00:00:00,2014-08-18 20:24:26,0
D000277,"Adjuvants, Pharmaceutic",DF: ADJUVANTS PHARM,2010-01-01 00:00:00,2014-08-18 20:24:29,0
D000278,"Administration, Buccal",NIM but only if discussed: do not index here routinely for every buccally administered drug; no qualif,2010-01-01 00:00:00,2014-08-18 20:24:32,0
D000279,"Administration, Cutaneous",NIM but only if discussed: do not index here routinely for every cutaneously administered drug; no qualif,2010-01-01 00:00:00,2014-08-18 20:24:33,0
D000280,"Administration, Inhalation",NIM but only if discussed: do not index here routinely for every drug admin by inhalation; no qualif,2010-01-01 00:00:00,2014-08-18 20:24:36,0
D000281,"Administration, Intranasal",,2010-01-01 00:00:00,2014-08-18 20:24:37,0
D000282,"Administration, Intravaginal",NIM but only if discussed: do not index here routinely for every intravaginally administered drug; no qualif,2010-01-01 00:00:00,2014-08-18 20:24:39,0
D000283,"Administration, Intravesical",NIM but only if discussed: do not index here routinely for every intravesically administered drug; no qualif,2010-01-01 00:00:00,2014-08-18 20:24:41,0
D000284,"Administration, Oral",NIM but only if discussed: do not index here routinely for every orally administered drug; no qualif,2010-01-01 00:00:00,2014-08-18 20:24:43,0
D000285,"Administration, Rectal",NIM but only if discussed: do not index here routinely for every rectally administered drug; no qualif,2010-01-01 00:00:00,2014-08-18 20:24:44,0
D000286,"Administration, Sublingual",NIM but only if discussed: do not index here routinely for every sublingually administered drug; no qualif,2010-01-01 00:00:00,2014-08-18 20:24:45,0
D000287,"Administration, Topical","general; prefer specifics; ""topical"" in titles frequently means ADMINISTRATION, CUTANEOUS",2010-01-01 00:00:00,2014-08-18 20:24:46,0
D000288,Administrative Personnel,,2010-01-01 00:00:00,2014-08-18 20:24:47,0
D000289,"Admitting Department, Hospital",DF: ADMIT DEP,2010-01-01 00:00:00,2014-08-18 20:24:49,0
D000290,Adnexa Uteri,"seen in titles more frequently in adjective form ""adnexal"";  inflammation = ADNEXITIS",2010-01-01 00:00:00,2014-08-18 20:24:52,0
D000291,Adnexal Diseases,inflamm dis = PELVIC INFLAMMATORY DISEASE,2010-01-01 00:00:00,2014-08-18 20:24:55,0
D000292,Pelvic Inflammatory Disease,"female only: note category; ""male adnexitis"": index under GENITAL DISEASES, MALE or PELVIC INFECTION",2010-01-01 00:00:00,2014-08-18 20:24:58,0
D000293,Adolescent,"age 13-18 yr; IM as psychol & sociol entity; check tag ADOLESCENT for NIM; Manual 18.5.12, 34.9.5",2010-01-01 00:00:00,2014-08-18 20:25:03,0
D000294,Adolescent Behavior,check also tag ADOLESCENCE,2010-01-01 00:00:00,2014-08-18 20:25:05,0
D000295,Adolescent Medicine,"specialty; when permitted for ""adolescent diseases"": Manual 28.9.1; DF: ADOLESCENT MED",2010-01-01 00:00:00,2014-08-18 20:25:07,0
D000296,Adolescent Psychiatry,SPEC: SPEC qualif; not for mental disorders in adolescents ( = MENTAL DISORDERS (IM) + ADOLESCENT (NIM) ): Manual 27.9,2010-01-01 00:00:00,2014-08-18 20:25:09,0
D000297,Adolescent Psychology,"SPEC but also the way a normal adolescent thinks & acts; when SPEC, SPEC qualif; Manual 27.11; DF: ADOLESCENT PSYCHOL",2010-01-01 00:00:00,2014-08-18 20:25:10,0
D000298,"Adolescent, Hospitalized","not for dis in adolescent in hosp for diag or ther: use only for hospitalized adolescents as a psychol, sociol or social entity; check also tag ADOLESCENT",2010-01-01 00:00:00,2014-08-18 20:25:11,0
D000299,"Adolescent, Institutionalized",check also tag ADOLESCENT,2010-01-01 00:00:00,2014-08-18 20:25:12,0
D000300,Adoption,,2010-01-01 00:00:00,2014-08-18 20:25:13,0
D000301,Adosterol,,2010-01-01 00:00:00,2014-08-18 20:25:14,0
D000302,Adrenal Cortex,PITUITARY-ADRENAL SYSTEM is available,2010-01-01 00:00:00,2014-08-18 20:25:18,0
D000303,Adrenal Cortex Diseases,,2010-01-01 00:00:00,2014-08-18 20:25:20,0
D000304,Adrenal Cortex Function Tests,,2010-01-01 00:00:00,2014-08-18 20:25:24,0
D000305,Adrenal Cortex Hormones,GEN only; avoid: prefer specifics; /defic: consider also ADRENAL GLAND HYPOFUNCTION,2010-01-01 00:00:00,2014-08-18 20:25:25,0
D000306,Adrenal Cortex Neoplasms,coord IM with histol type of neopl (IM),2010-01-01 00:00:00,2014-08-18 20:25:28,0
D000307,Adrenal Gland Diseases,general; prefer specifics; coordinate IM with ADRENAL MEDULLA (IM) for diseases of adrenal medulla; for adrenal hyperplasia see note at ADRENAL GLANDS,2010-01-01 00:00:00,2014-08-18 20:25:33,0
D000308,Adrenocortical Hyperfunction,do not confuse with ADRENAL GLAND HYPOFUNCTION; non-congenital adrenal hyperplasia: index under ADRENAL GLANDS /pathol (IM) + HYPERPLASIA (NIM),2010-01-01 00:00:00,2014-08-18 20:25:36,0
D000309,Adrenal Insufficiency,do not confuse with ADRENAL GLAND HYPERFUNCTION,2010-01-01 00:00:00,2014-08-18 20:25:39,0
D000310,Adrenal Gland Neoplasms,coord IM with histol type of neopl (IM),2010-01-01 00:00:00,2014-08-18 20:25:43,0
D000311,Adrenal Glands,"/surg = probably ADRENALECTOMY; hypothalamo-pituitary-adrenal axis: coord HYPOTHALAMO-HYPOPHYSEAL SYSTEM + PITUITARY-ADRENAL SYSTEM; hyperplasia = ADRENAL GLANDS /pathol (IM) + HYPERPLASIA (NIM); congenital adrenal hyperplasia (CAH) = ADRENAL HYPERPLASIA, CONGENITAL",2010-01-01 00:00:00,2014-08-18 20:25:50,0
D000312,"Adrenal Hyperplasia, Congenital",,2010-01-01 00:00:00,2014-08-18 20:25:54,0
D000313,Adrenal Medulla,"dis = ADRENAL MEDULLA (IM) + ADRENAL GLAND DISEASES (IM); medulla enucleation: for physiol studies, ADRENAL MEDULLA /physiol, for surg ther, ADRENAL MEDULLA /surg",2010-01-01 00:00:00,2014-08-18 20:25:58,0
D000314,Adrenal Rest Tumor,coordinate IM with tissue-specific neoplasms such as TESTICULAR NEOPLASMS (IM),2010-01-01 00:00:00,2014-08-18 20:26:00,0
D000315,Adrenalectomy,excision of entire adrenal; enucleation: see note under ADRENAL MEDULLA,2010-01-01 00:00:00,2014-08-18 20:26:03,0
D000316,Adrenergic alpha-Agonists,GEN or unspecified; prefer specifics; do not confuse with ADRENERGIC ALPHA-ANTAGONISTS; DF: ADREN ALPHA AGON or ADREN ALPHA AG,2010-01-01 00:00:00,2014-08-18 20:26:05,0
D000317,Adrenergic alpha-Antagonists,GEN or unspecified; prefer specifics; do not confuse with ADRENERGIC ALPHA-AGONISTS; DF: ADREN ALPHA ANTAG,2010-01-01 00:00:00,2014-08-18 20:26:08,0
D000318,Adrenergic beta-Agonists,general or unspecified; prefer specifics; do not confuse with ADRENERGIC BETA-ANTAGONISTS; DF: ADREN BETA AGON or ADREN BETA AG,2010-01-01 00:00:00,2014-08-18 20:26:12,0
D000319,Adrenergic beta-Antagonists,GEN or unspecified; prefer specifics; do not confuse with ADRENERGIC BETA-AGONISTS; DF: ADREN BETA ANTAG,2010-01-01 00:00:00,2014-08-18 20:26:17,0
D000320,Adrenergic Fibers,,2010-01-01 00:00:00,2014-08-18 20:26:20,0
D000322,Adrenergic Agonists,do not confuse with ADRENERGIC ANTAGONISTS; DF: ADREN AGON or ADREN AG,2010-01-01 00:00:00,2014-08-18 20:26:23,0
D000323,Adrenochrome,/physiol permitted,2010-01-01 00:00:00,2014-08-18 20:26:26,0
D000324,Adrenocorticotropic Hormone,,2010-01-01 00:00:00,2014-08-18 20:26:29,0
D000325,Adrenodoxin,an iron-sulfur protein,2010-01-01 00:00:00,2014-08-18 20:26:33,0
D000326,Adrenoleukodystrophy,"do not confuse with ADRENOLEUKODYSTROPHY, NEONATAL see PEROXISOMAL DISORDERS",2010-01-01 00:00:00,2014-08-18 20:26:35,0
D000327,Adsorption,almost never IM; coord NIM with substance /pharmacokin (IM),2010-01-01 00:00:00,2014-08-18 20:26:40,0
D000328,Adult,"age 19-44 yr; almost never IM; IM only as social, sociol, polit, etc. entity; NIM as check tag; no qualif when NIM, /psychol permitted when IM but ADULT as IM is unlikely; Manual 18.5+, 34.10",2010-01-01 00:00:00,2014-08-18 20:26:41,0
D000329,Advertising as Topic,"IM; medical advertising: do not coordinate with MEDICINE; coordinate with subject of advertising & medium if relevant (IM); do not confuse with Publication Type ADVERTISEMENTS for newspaper, magazine, billboard, etc. advertising",2010-01-01 00:00:00,2014-08-18 20:26:41,0
D000330,Aedes,mosquito; /microbiol /parasitol /virol permitted; do not use /drug eff for insecticides: TN 111,2010-01-01 00:00:00,2014-08-18 20:26:42,0
D000331,Aequorin,,2010-01-01 00:00:00,2014-08-18 20:26:44,0
D000332,Aerobiosis,almost never IM,2010-01-01 00:00:00,2014-08-18 20:26:47,0
D000333,Aeromonas,in fish; infection: coord IM with GRAM-NEGATIVE BACTERIAL INFECTIONS (IM),2010-01-01 00:00:00,2014-08-18 20:26:47,0
D000334,Aerophagy,,2010-01-01 00:00:00,2014-08-18 20:26:49,0
D000335,Aerosol Propellants,IM; coord with propellant if relevant (IM); D25-26 qualif with discretion,2010-01-01 00:00:00,2014-08-18 20:26:52,0
D000336,Aerosols,"IM for general only, qualif permitted; NIM (no qualif) with specific drug IM (with qualif); /adv eff permitted but be careful: it may be the adv eff of the drug in aerosol form, not the aerosol",2010-01-01 00:00:00,2014-08-18 20:26:54,0
D000337,Aerospace Medicine,"specialty; med, physiol or psychol aspects of AVIATION go here but med, physiol or psychol aspects of space flight go under SPACE FLIGHT or other space related terms: Manual 28.8; DF: AEROSPACE MED",2010-01-01 00:00:00,2014-08-18 20:26:56,0
D000338,beta-Aminoethyl Isothiourea,,2010-01-01 00:00:00,2014-08-18 20:26:58,0
D000339,Affect,,2010-01-01 00:00:00,2014-08-18 20:27:06,0
D000341,"Affective Disorders, Psychotic",,2010-01-01 00:00:00,2014-08-18 20:27:08,0
D000342,Affective Symptoms,human only; do not confuse with AFFECTIVE DISORDERS: read MeSH definitions & follow text,2010-01-01 00:00:00,2014-08-18 20:27:12,0
D000343,Afferent Loop Syndrome,,2010-01-01 00:00:00,2014-08-18 20:27:15,0
D000344,Afferent Pathways,coord NIM with origin (IM) + termination (IM),2010-01-01 00:00:00,2014-08-18 20:27:18,0
D000345,Affinity Labels,D25-26 qualif; use with caution: few apply,2010-01-01 00:00:00,2014-08-18 20:27:21,0
D000346,Afghanistan,,2010-01-01 00:00:00,2014-08-18 20:27:23,0
D000347,Afibrinogenemia,a blood coag disord,2010-01-01 00:00:00,2014-08-18 20:27:24,0
D000348,Aflatoxins,/antag permitted but consider also ANTITOXINS,2010-01-01 00:00:00,2014-08-18 20:27:27,0
D000349,Africa,"for the continent or unspecified only: prefer smaller geographic subdivisions, as AFRICA, NORTHERN; AFRICA, CENTRAL; etc.",2010-01-01 00:00:00,2014-08-18 20:27:30,0
D000350,"Africa, Central",a geographic area; prefer specific countries,2010-01-01 00:00:00,2014-08-18 20:27:30,0
D000351,"Africa, Eastern",a geographic area; prefer specific countries,2010-01-01 00:00:00,2014-08-18 20:27:30,0
D000352,"Africa, Northern","a geographic area; prefer specific countries; titles often refer to the Maghreb or Maghrib, the Arabic name for Algeria, Morocco, Tunisia & sometimes Libya collectively: check text for possible specificity, otherwise index under AFRICA, NORTHERN",2010-01-01 00:00:00,2014-08-18 20:27:31,0
D000353,"Africa, Southern",a geographic area: prefer specific countries; do not confuse with SOUTH AFRICA ( = Union of South Africa 1910-60),2010-01-01 00:00:00,2014-08-18 20:27:32,0
D000354,"Africa, Western",a geographic area: prefer specific countries,2010-01-01 00:00:00,2014-08-18 20:27:33,0
D000355,African Horse Sickness,"caused by an Orbivirus; in horses, mules & donkeys; if in horses don't forget also HORSES (NIM) & check tag ANIMALS; if in mules or donkeys, coord IM with EQUIDAE (IM) & check tag ANIMALS",2010-01-01 00:00:00,2014-08-18 20:27:33,0
D000356,African horse sickness virus,infection = AFRICAN HORSE SICKNESS,2010-01-01 00:00:00,2014-08-18 20:27:37,0
D000357,African Swine Fever,do not confuse with SWINE FEVER see CLASSICAL SWINE FEVER,2010-01-01 00:00:00,2014-08-18 20:27:39,0
D000358,African Swine Fever Virus,infection = AFRICAN SWINE FEVER: see note there,2010-01-01 00:00:00,2014-08-18 20:27:42,0
D000359,Aftercare,"med, nurs, psychiat care after discharge from a hosp or other health facil; differentiate from REHABILITATION which is for getting a person back to pre-illness work or other activity",2010-01-01 00:00:00,2014-08-18 20:27:43,0
D000360,Afterimage,"differentiate from FIGURAL AFTEREFFECT which is displacement of (usually) geometric pattern in shape & space; while both are in the field of perception, AFTERIMAGE is likely to be in ophthalmol jrnls, FIGURAL AFTEREFFECT, in psychol jrnls",2010-01-01 00:00:00,2014-08-18 20:27:45,0
D000361,Agammaglobulinemia,DYSGAMMAGLOBULINEMIA is also available,2010-01-01 00:00:00,2014-08-18 20:27:46,0
D000362,Agar,D25-26 qualif,2010-01-01 00:00:00,2014-08-18 20:27:49,0
D000363,Agaricales,note entry term MUSHROOMS; poisoning = MUSHROOM POISONING,2010-01-01 00:00:00,2014-08-18 20:27:52,0
D000364,Agaricus,a basidiomycete,2010-01-01 00:00:00,2014-08-18 20:27:53,0
D000365,Age Determination by Skeleton,,2010-01-01 00:00:00,2014-08-18 20:27:55,0
D000366,Age Determination by Teeth,,2010-01-01 00:00:00,2014-08-18 20:27:58,0
D000367,Age Factors,"NIM; no qualif; human & animal; related to cause & effect: do not confuse with AGE DISTRIBUTION which is largely statistical; differentiate from AGING, a physiol concept; policy: Manual 35.7",2010-01-01 00:00:00,2014-08-18 20:27:59,0
D000368,Aged,"age 65-79; NIM as check tag; IM only as psychological or sociological entity; differentiate from AGING, a physiological process, & AGE FACTORS & AGE DISTRIBUTION, statistical concepts",2010-01-01 00:00:00,2014-08-18 20:27:59,0
