`mesh_descriptor_uid`,`previous_indexing`,`mesh_previous_indexing_id`
D001725,Ethers (1966-1973),700
D001726,Cathartics (1966-1971),701
D001727,Homosexuality (1966-1987),702
D001731,Diphosphoglyceric Acids (1973-1974),703
D001732,Dental Occlusion (1966-1983),704
D001734,Bites and Stings (1966-1971),705
D001735,Chlorobenzenes (1974),706
D001736,Hydrazines (1966-1967),707
D001737,Amides (1974),708
D001751,Dental Implantation (1966-1976),709
D001756,Blastocyst (1975-1979),710
D001757,Blastocyst (1974-1979),711
D001760,Blood Coagulation (1966-1979),712
D001761,"Antibiotics, Antineoplastic (1967-1970)",713
D001765,Malabsorption Syndromes (1966-1968),714
D001767,Eyelids (1966-1980),715
D001785,Carbon Dioxide/blood (1966-1986),716
D001788,Blood Group Incompatibility (1966-1979),717
D001790,Blood/physiology (1966-1997),718
D001802,Erythrocytes (1968-1980),719
D001804,Blood Transfusion (1966-1970),720
D001813,Retina (1966-1986),721
D001814,Testis (1966-1974),722
D001816,"Abnormalities, Multiple (1968-1981)",723
D001819,Sheep Diseases (1966-1967),724
D001822,Radiation Monitoring (1966-1970),725
D001825,Body Fluids (1966-1977),726
D001829,specific region (1966-1997),727
D001830,Anthropometry (1966),728
D001832,Body Temperature (1966-1997),729
D001834,Body Fluids (1966-1971),730
D001836,Body Weight (1966-1997),731
D001837,Anthropometry (1966-1997),732
D001839,Anura (1966-1974),733
D001840,Surface Properties (1966-1970),734
D001843,Tissue Adhesives (1966-1971),735
D001848,Bone Diseases (1966-1969),736
D001849,Bone Diseases (1966-1997),737
D001850,Bone Diseases (1966-1997),738
D001851,Bone Diseases (1966-1979),739
D001852,Leg Length Inequality (1966-1971),740
D001854,Bone Marrow Cells (1966-1977),741
D001857,Bone and Bones (1966-1971),742
D001863,Fracture Fixation (1966-1970),743
D001864,"Fracture Fixation, Internal (1970-1985)",744
D001865,Antibiotics (1973-1974),745
D001880,Boron (1966-1967),746
D001882,Bovine Diarrhea Virus (1975-1984),747
D001885,Bordetella (1966-1971),748
D001887,Motivation (1966-1968),749
D001888,Borates (1966-1967),750
D001889,Boron (1966-1967),751
D001890,Cattle Diseases (1966-1969),752
D001892,Bridged Compounds (1966-1970),753
D001894,Boron Compounds (1968-1970),754
D001896,Boron (1966-1967),755
D001897,Boron (1966-1967),756
D001900,Massachusetts (1966-1969),757
D001903,Infant Nutrition (1966-1974),758
D001904,Antitoxins (1966-1971),759
D001905,Clostridium Botulinum (1966-1968),760
D001912,Cattle Diseases (1966-1971),761
D001918,Neoplasms/radiotherapy (1966-1979),762
D001926,Death (1966-1968),763
D001928,Brain Diseases (1966-1976),764
D001936,Moraxella (1983-1987),765
D001937,Plants (1966-1977),766
D001946,Labor Presentation (1966-1974),767
D001950,Aryl Sulfonates (1974-1975),768
D001954,Aspergillus/enzymology (1972-1974),769
D001958,Cresols (1968-1974),770
D001959,Bromine (1966-1970),771
D001960,Benzodiazepinones (1974),772
D001961,Bromine (1972-1974),773
D001962,Bromine (1973-1974),774
D001967,Bromine (1966-1987),775
D001968,Urea (1969-1974),776
D001969,Bromine (1973-1974),777
D001970,Benzoates (1966-1974),778
D001971,Ergot Alkaloids (1966-1974),779
D001972,Bromine (1974),780
D001974,Bromine (1972-1974),781
D001975,Bromine (1974-1975),782
D001976,Uracil (1966-1970),783
D001978,Bromine (1972-1974),784
D001979,Thymol (1974),785
D001985,Allergens (1966-1979),786
D001988,"Bronchiolitis, Viral (1966-1987)",787
D001989,Bronchial Diseases (1966-1987),788
D001992,Bronchi (1971-1987),789
D001994,Bronchial Diseases (1966-1986),790
D001997,Lung Diseases (1966-1981),791
D002001,Adipose Tissue (1966-1967),792
D002019,Hydroxamic Acids (1971-1974),793
D002020,Artiodactyla (1966-1967),794
D002022,Anura (1966-1971),795
D002023,Anura (1966-1971),796
D002024,Anura (1966-1971),797
D002025,Anura (1966-1971),798
D002026,Biguanides (1968-1974),799
D002028,Facility Design and Construction (1967-1983),800
D002032,Hyperphagia (1981-1986),801
D002033,Snails (1966-1971),802
D002034,Benzoates (1974),803
D002035,Butylamines (1966-1977),804
D002040,Amino Alcohols (1966-1971),805
D002043,Arboviruses (1966-1980),806
D002044,Arbovirus Infections (1966-1980),807
D002045,"Anesthetics, Local (1966-1970)",808
D002046,Amino Alcohols (1966-1974),809
D002047,Dihydromorphinone (1966-1968),810
D002049,Imidazoles (1972-1974),811
D002053,Intensive Care Units (1966-1981),812
D002054,Mouth Diseases (1966-1967),813
D002055,"Stress, Psychological (1969-1982)",814
D002064,FSH (1966-1973),815
D002065,Pyrimidines (1972-1987),816
D002069,Dibenzocycloheptenes (1968-1977),817
D002072,Glycols (1969-1974),818
D002073,Alkanes (1966-1972),819
D002074,Ketones (1966-1967),820
D002076,Aminoglycosides (1974),821
D002077,Morphinans (1969-1978),822
D002078,Adrenergic Beta Receptor Blockaders (1969-1972),823
D002084,Cresols (1966-1974),824
D002085,"Alcohols, Butyl (1974)",825
D002086,Bromine (1972-1974),826
D002088,Butyrates (1968-1974),827
D002091,Butyrates (1973-1974),828
D002092,Butyrates (1972-1974),829
D002093,Allyl Compounds (1971-1974),830
D002095,Pneumoconiosis (1966-1968),831
D002096,Peptides (1973-1976),832
D002101,Arsenicals (1969-1974),833
D002103,Amines (1966-1972),834
D002106,Cadmium (1966-1987),835
D002107,Nematoda (1966-1978),836
D002108,Gastrointestinal Agents (1967-1971),837
D002109,Catechols (1972-1974),838
D002112,Cholecalciferols (1966-1972),839
D002117,Cholecalciferols (1966-1972),840
D002120,Calcium/metab (1966-1987),841
D002121,Calcium (1966-1967) /antagonists & inhibitors (1968-1981),842
D002123,Benzenesulfonates (1974),843
D002125,Calcium (1966-1978),844
D002126,Calcium (1966),845
D002129,Calcium (1966-1978),846
D002131,Pyrophosphates (1966-1976),847
D002134,Calcium (1966-1978),848
D002135,Calcium (1966-1979),849
D002139,Picornaviridae (1966-1978),850
D002143,Anthropoidea (1966-1974),851
D002144,Callithricidae (1975-1980),852
D002146,Fractures (1966-1972),853
D002147,Calcium (1966-1978),854
D002148,Calcium-Binding Proteins (1980-1985),855
D002149,Diet (1966-1976),856
D002152,Calorimetry (1966-1976),857
D002154,Peptide Peptidohydrolases (1966-1985),858
D002155,Calcium (1974-1975),859
D002157,Bacteria (1966-1976),860
D002159,Benzimidazoles (1971-1974),861
D002162,Artiodactyla (1966-1967),862
D002166,Alkaloids (1966-1972),863
D002167,Vibrio (1968-1975),864
D002168,Vibrio (1966-1971),865
D002169,Vibrio (1966-1967),866
D002171,Birds (1966-1967),867
D002174,"Antibiotics, Antifungal (1970-1974)",868
D002176,Candida (1966-1971),869
D002178,Candidiasis (1966-1980),870
D002185,Cannabis (1973-1974),871
D002186,Cannabis (1966-1976),872
D002187,Cannabis (1966-1976),873
D002189,Cannabis (1966-1980),874
D002191,Carboxylic Acids (1974),875
D002192,Ketosteroids (1974),876
D002194,Psychoses (1966-1981),877
D002198,Capillaries (1966-1967),878
D002202,Financial Management (1978-1979),879
D002206,Bacteroides (1975-1981),880
D002207,Antitubercular Agents (1966-1971),881
D002209,Azepines (1968-1974),882
D002211,Alkaloids (1966-1974),883
D002213,Viral Proteins (1968-1974),884
D002215,Antifungal Agents (1966-1971),885
D002216,Kininase II/antagonists & inhibitors (1973-1979),886
D002218,Carbamates (1969-1974),887
D002220,Anticonvulsants (1966-1967),888
D002221,Carbamates (1973-1974),889
D002222,Ammonia (1974),890
D002223,Carbamates (1974),891
D002224,Urea (1970-1971),892
D002225,Azirines (1971-1974),893
D002227,Azoles (1966-1968),894
D002228,Penicillins (1966-1970),895
D002229,Glycyrrhiza (1966-1974),896
D002230,Dopa (1972-1974),897
D002231,Imidazoles (1966-1967),898
D002232,Alkenes (1972-1975),899
D002233,"Amino Acids, Dicarboxylic (1974)",900
D002234,Imines (1966-1972),901
D002235,Carbamates (1966-1971),902
D002236,Molecular Conformation (1973-1979),903
D002237,Alcohol Oxidoreductases (1966-1977),904
D002238,Isomerases (1966-1972),905
D002243,Indoles (1969-1974),906
D002258,Chlorobenzenes (1974),907
D002259,Hydrazones (1973-1974),908
D002260,Prostaglandins (1966-1974),909
D002261,Anilides (1972-1974),910
D002264,Acids (1966-1970),911
D002265,Esterases (1972-1975),912
D002266,Methylcellulose (1966-1974),913
D002267,Acyltransferases (1974),914
D002274,Carcinogens (1966-1974),915
D002278,Carcinoma (1966-1972),916
D002289,Lung Neoplasms (1966-1986),917
D002292,Adenocarcinoma (1966-1984),918
D002298,Cardanolides (1968-1976),919
D002303,Cardiac Output (1966-1979),920
D002304,"Pacemaker, Artificial (1966-1977)",921
D002306,Cardiac Output (1966-1967),922
D002307,Cardiac Output (1966-1978),923
D002308,Phospholipids (1966-1971),924
D002310,Alcoholism (1966-1978),925
D002311,"Heart Failure, Congestive (1966-1983)",926
D002313,Myocardial Diseases (1979-1985),927
D002314,"Heart Arrest, Induced (1966-1987)",928
D002315,Extracorporeal Circulation (1967-1976),929
D002316,Cardiac Glycosides (1966-1979),930
D002320,Cardiovascular System/physiology (1966-1997),931
D002322,Health Occupations (1966-1971),932
D002323,Carbenicillin (1973-1977),933
D002329,Aluminum (1972-1975),934
D002330,Alkylating Agents (1966-1971),935
D002332,Acetyltransferases (1973-1974),936
D002333,Acyltransferases (1972-1974),937
D002334,Acyltransferases (1973-1974),938
D002342,Carotid Arteries (1966-1971),939
D002343,Carotid Arteries (1966-1971),940
D002348,Wrist (1966-1971),941
D002352,Protein Binding (1966-1970),942
D002354,Amino Alcohols (1966-1972),943
D002355,Thiophenes (1966-1978),944
D002357,Cartilage (1966-1967),945
D002360,Aminoglycosides (1974),946
D002366,Senna (1966-1977),947
D002373,Amino Acid Sequence (1975-1987),948
D002392,Benzopyrans (1973-1976),949
D002393,Catechols (1966-1981),950
D002394,Methyltransferases (1971),951
D002397,Fishes (1966-1986),952
D002398,Sutures (1966-1978),953
D002401,Cathepsins (1966-1986),954
D002402,Cathepsins (1966-1984),955
D002405,Catheterization (1966-1987),956
D002406,Bronchi (1966-1987),957
D002407,Heart Catheterization (1971-1987),958
D002408,Catheterization (1966-1974),959
D002412,"Cations, Divalent (1973-1977)",960
D002413,Ions (1966-1972),961
D002414,Ions (1966-1972),962
D002422,Neuralgia (1966-1970),963
D002423,Mortality (1966-1987),964
D002428,Anthropoidea (1966-1980),965
D002431,Cecal Diseases/surgery (1966-1987),966
D002433,Cephalosporins (1966-1979),967
D002434,Cephalexin (1972-1974),968
D002435,Cephalosporins (1966-1977),969
D002436,Cephalosporins (1966-1977),970
D002437,Cephalosporins (1970-1974),971
D002438,Cephalosporins (1966-1983),972
D002439,Cephalosporins (1966-1981),973
D002440,Carbamates (1974),974
D002441,Cephalosporins (1966-1984),975
D002442,Cephalosporins (1966-1984),976
D002443,Cefotaxime (1982-1985),977
D002444,Cephalosporins (1966-1979),978
D002448,Cytology (1966-1969),979
D002450,Intercellular Junctions (1970-1977),980
D002452,Cytology (1966-1968),981
D002453,Cell Division (1966-1977),982
D002457,Tissue Extracts (1966-1976),983
D002458,Cytology (1966-1970),984
D002459,Cytology (1966-1970),985
D002460,Tissue Culture (1966-1968),986
D002461,Cell Line (1966-1987),987
D002464,Cell Movement (1968-1970),988
D002465,Cytology (1966-1967),989
D002468,Cells/physiology (1968-1997),990
D002470,Cytology (1966-1970),991
D002471,Neoplasms (1966-1967),992
D002472,"Cell Transformation, Neoplastic (1968-1977)",993
D002475,Disaccharides (1966-1978),994
D002477,Cytology (1966-1971),995
D002478,Tissue Culture (1966-1971),996
D002479,Cytoplasmic Granules (1966-1969),997
D002480,Glycoside Hydrolases (1966-1972),998
D002485,Odontogenic Tumors (1966-1971),999
D002486,Benzopyrans (1974),1000
D002494,Central Nervous System Diseases (1967-1997),1001
D002496,Blood Pressure (1966-1969),1002
D002502,Mitosis (1968-1978),1003
D002503,Chromosomes (1966-1977),1004
D002505,Acetamides (1973-1974),1005
D002506,Cephalosporins (1966-1971),1006
D002513,Cephalosporins (1974),1007
D002514,Acetamides (1972-1974),1008
D002515,Cephalosporins (1972-1974),1009
D002516,Chemical Industry (1966),1010
D002517,Cerebrosides (1972-1974),1011
D002518,Amino Alcohols (1966-1971),1012
D002521,Monkeys (1966-1974),1013
D002524,Ataxia (1966-1967),1014
D002527,Cerebellar Diseases (1966-1969),1015
D002529,Cerebellum (1966-1970),1016
D002535,Cerebral Ventricles (1966-1970),1017
D002538,Arteriovenous Fistula/congenital (1966-1972),1018
D002544,Brain (1966-1978),1019
D002545,Brain/blood supply (1966-1978),1020
D002548,Arterial Occlusive Diseases/surgery (1973-1979),1021
D002553,Arylsulfatases (1975),1022
D002557,Cerebral Ventricles (1966-1968),1023
D002562,Anthropology (1966-1967),1024
D002565,Cerium (1966-1974),1025
D002566,Pigments (1970-1974),1026
D002568,Accreditation (1966-1967),1027
D002569,"Antibiotics, Antifungal (1973-1974)",1028
D002578,Cervix Diseases (1966-1976),1029
D002581,"Abortion, Habitual (1966-1972)",1030
D002588,Cesium Isotopes (1966-1974),1031
D002592,Polyethylene Glycols (1974),1032
D002593,Alkanes (1972-1974),1033
D002594,"Anti-Infective Agents, Local (1966-1971)",1034
D002595,Veratrum (1966-1968),1035
D002598,Heart Diseases (1966-1980),1036
D002599,Alkenes (1973-1974),1037
D002609,Immunologic Deficiency Syndromes (1968-1970),1038
D002615,Face (1966-1976),1039
D002619,Chemical Warfare (1966-1967),1040
D002628,Sensory Receptor Cells  (1966-1967),1041
D002630,Chemotaxis (1966-1979),1042
D002631,Chemotaxis (1966-1979),1043
D002634,Chemotaxis (1966-1976),1044
D002635,Bile Acids and Salts (1966-1972),1045
D002637,Pain (1966-1986),1046
D002645,Poultry (1966-1967),1047
D002650,Child Abuse (1966-1986),1048
D002651,Child Welfare (1966-1974),1049
D002652,Behavior (1966-1967),1050
D002655,Child Welfare (1966-1987),1051
D002656,Child Care (1966-1972),1052
D002657,Behavior (1966-1967),1053
D002658,Child Behavior Disorders (1966-1967),1054
D002662,Child Care (1966-1967),1055
D002664,Nutrition (1966),1056
D002670,Child (1966-1968),1057
D002676,Parent-Child Relations (1966-1977),1058
D002678,Genetics (1966),1059
D002679,Pongidae (1966-1971),1060
D002682,Rodentia (1966-1967),1061
D002683,Diptera (1975-1980),1062
D002686,Polysaccharides (1966),1063
D002687,Chitin (1974),1064
D002690,Conjunctivitis (1966),1065
D002691,Chlamydia (1966-1974),1066
D002692,Chlamydia (1966-1975),1067
D002694,Chlamydia Infections (1967-1976),1068
D002695,Bacteria (1966-1974),1069
D002696,"Algae, Green (1970-1971)",1070
D002702,Chloramphenicol (1966-1987),1071
D002703,Chlorine (1974-1975),1072
D002704,Chlorine (1966-1970),1073
D002708,"Algae, Green (1970-1971)",1074
D002709,Insecticides (1966-1972),1075
D002710,Biguanides (1968-1974),1076
D002711,Chlorine (1973-1975),1077
D002716,Ammonium Compounds (1966-1971),1078
D002719,Hypnotics and Sedatives (1966-1967),1079
D002723,Benzoates (1966-1974),1080
D002728,Alcohols (1966-1974),1081
D002729,Benzoates (1966),1082
D002730,Mercury (1968-1976),1083
D002731,Benzene (1966-1967),1084
D002733,Chlorobenzenes (1974-1976),1085
D002735,Chlorophyll (1972-1974),1086
D002737,Butadienes (1966-1978),1087
D002742,Amidines (1971-1974),1088
D002748,Carbamates (1966-1971),1089
D002754,Nasal Cavity/abnormalities (1975-1985),1090
D002755,Decision Making (1974),1091
D002760,Cholangiography (1966-1980),1092
D002767,Drainage (1966-1987),1093
D002768,Common Bile Duct Calculi/surgery (1966-1987),1094
D002770,Cholanes (1968-1974),1095
D002772,Bacterial Proteins (1966-1977),1096
D002774,Cholestenes (1973-1974),1097
D002777,Cholestanes (1968-1977),1098
D002778,Cholestanes (1968-1974),1099
D002780,"Bile Ducts, Intrahepatic (1966-1979)",1100
D002782,Cholestanes (1968-1972),1101
D002783,Cholestenes (1973-1974),1102
D002785,Acyltransferases (1973-1975),1103
D002786,Cholesterol (1971-1974),1104
D002787,Cholesterol (1973-1974),1105
D002788,Cholesterol (1966-1977),1106
D002789,Cholesterol (1966-1977),1107
D002790,Cholesterol (1974),1108
D002791,Cholesterol (1966-1972),1109
D002793,Bile Acids and Salts (1966-1972),1110
D002795,Acetyltransferases (1973-1974),1111
D002797,Choline (1974-1975),1112
D002798,Choline (1973-1974),1113
D002799,Parasympathetic Nervous System (1966-1976),1114
D002801,Acetylcholinesterase (1966-1970),1115
D002803,Chondroitin (1974-1975),1116
D002805,Calcinosis (1966-1971),1117
D002808,Chondroitin (1970-1975),1118
D002809,Chondroitin (1971-1975),1119
D002810,Chondroitin (1970-1975),1120
D002811,Chondroitin (1970-1975),1121
D002821,Amnion (1966-1984),1122
D002823,Fetal Membranes (1966-1974),1123
D002824,Fetal Membranes (1966-1974),1124
D002826,Cyclohexanecarboxylic Acids (1969-1974),1125
D002827,Cyclohexanecarboxylic Acids (1969-1974),1126
D002832,Choroid (1966-1986),1127
D002837,Chromaffin System (1966-1977),1128
D002839,Benzopyrans (1968-1974),1129
D002841,Bacteria (1966-1974),1130
D002842,Chromosomes (1966-1967),1131
D002843,Chromosomes (1966-1971),1132
D002846,Chromatography (1966-1971),1133
D002848,Chromatography (1966-1969),1134
D002851,Chromatography (1966-1975),1135
D002853,Chromatography (1966-1975),1136
D002864,Chromaffin System (1966-1972),1137
D002865,"Antibiotics, Antineoplastic (1967-1971)",1138
D002866,Coumarins (1970-1974),1139
D002868,Chromosomes (1966-1976),1140
D002869,Chromosome Abnormalities (1966-1967),1141
D002871,Chromosome Aberrations (1968-1978),1142
D002872,Chromosome Aberrations (1968-1974),1143
D002873,Chromosome Aberrations (1968-1981),1144
D002876,Chromosomes (1966-1967),1145
D002877,Chromosomes (1966-1977),1146
D002878,"Chromosomes, Human, 1-3 (1968-1986)",1147
D002879,"Chromosomes, Human, 6-12 (1968-1986)",1148
D002880,"Chromosomes, Human, 6-12 (1968-1986)",1149
D002881,"Chromosomes, Human, 6-12 (1968-1986)",1150
D002882,"Chromosomes, Human, 13-15 (1968-1986)",1151
D002883,"Chromosomes, Human, 13-15 (1968-1986)",1152
D002884,"Chromosomes, Human, 13-15 (1968-1986)",1153
D002885,"Chromosomes, Human, 16-18 (1968-1986)",1154
D002886,"Chromosomes, Human, 16-18 (1968-1986)",1155
D002887,"Chromosomes, Human, 16-18 (1968-1986)",1156
D002888,"Chromosomes, Human, 19-20 (1968-1986)",1157
D002889,"Chromosomes, Human, 1-3 (1968-1986)",1158
D002890,"Chromosomes, Human, 19-20 (1968-1986)",1159
D002891,"Chromosomes, Human, 21-22 (1968-1986)",1160
D002892,"Chromosomes, Human, 21-22 (1968-1986)",1161
D002893,"Chromosomes, Human, 1-3 (1968-1986)",1162
D002894,"Chromosomes, Human, 4-5 (1968-1986)",1163
D002895,"Chromosomes, Human, 4-5 (1968-1986)",1164
D002896,"Chromosomes, Human, 6-12 (1968-1986)",1165
D002897,"Chromosomes, Human, 6-12 (1968-1986)",1166
D002898,"Chromosomes, Human, 6-12 (1968-1986)",1167
D002899,"Chromosomes, Human, 6-12 (1968-1986)",1168
D002900,Chromosomes (1966-1967),1169
D002901,Chromosomes (1966-1967),1170
D002902,Chromosomes (1966-1967),1171
