mesh_descriptor_uid,name,annotation,deleted
D000070297,"Orthodontic Friction",,0
D000070316,"Pediatric Emergency Medicine",,0
D000070318,"Strategic Planning",,0
D000070319,"Student Run Clinic",,0
D000070337,Expropriation,,0
D000070356,Pilots,,0
D000070357,Asparagaceae,,0
D000070376,"Value-Based Health Insurance",,0
D000070377,"Anti-Vaccination Movement",,0
D000070378,Amaryllidaceae,,0
D000070379,"Attentional Bias",,0
D000070380,Xanthorrhoeaceae,,0
D000070381,Asparagales,,0
D000070396,Liliales,,0
D000070416,Antagomirs,,0
D000070436,"Tannerella forsythia","infection: coordinate with GRAM-NEGATIVE BACTERIAL INFECTIONS",0
D000070437,Colchicaceae,,0
D000070456,"Call Centers",,0
D000070476,Hypoxidaceae,,0
D000070496,Kinanthropometry,,0
D000070497,"Healthy Lifestyle",,0
D000070516,"Intersectoral Collaboration",,0
D000070536,"Independent Medical Evaluation",,0
D000070538,"C2 Domains",,0
D000070539,"Pleckstrin Homology Domains",,0
D000070556,Melanthiaceae,,0
D000070557,"Immunoglobulin Domains",,0
D000070558,Talipes,,0
D000070559,"Gizzard, Non-avian",,0
D000070576,"NLR Proteins",,0
D000070579,"Parkinson Disease Associated Proteins",,0
D000070580,"CYS2-HIS2 Zinc Fingers",,0
D000070584,"Tripartite Motif Proteins",,0
D000070585,"Cadherin Related Proteins",,0
D000070586,"Fiscal Policy",,0
D000070587,"Mental Navigation Tests",,0
D000070589,"Talipes Cavus",,0
D000070590,"Solute Carrier Proteins",,0
D000070591,"Metatarsal Valgus",,0
D000070592,"Metatarsus Varus",,0
D000070593,"Methyl CpG Binding Domain",,0
D000070597,"Coracoid Process",,0
D000070598,"Anterior Cruciate Ligament Injuries",,0
D000070599,"Shoulder Injuries",,0
D000070600,"Tibial Meniscus Injuries",,0
D000070601,"Diet, Carbohydrate Loading",,0
D000070602,"Rib Cage",,0
D000070603,"Coxa Magna",,0
D000070604,"Tarsal Coalition",,0
D000070606,Aponeurosis,,0
D000070607,"Morton Neuroma",non-neoplastic,0
D000070614,"Nucleus Pulposus",,0
D000070616,"Annulus Fibrosus",,0
D000070617,"Microtrauma, Physical",,0
D000070621,Cystography,,0
D000070624,"Brain Contusion",,0
D000070625,"Brain Injuries, Diffuse",,0
D000070627,"Chronic Traumatic Encephalopathy",,0
D000070628,"Closed Fracture Reduction",,0
D000070630,"Diastasis, Muscle",,0
D000070631,"Diastasis, Bone",,0
D000070632,"Hamstring Tendons",,0
D000070633,"Hamstring Muscles",,0
D000070634,"Non-Neuronal Cholinergic System",,0
D000070635,"Punctal Plugs",,0
D000070636,"Rotator Cuff Injuries",,0
D000070637,"Collateral Ligament, Ulnar",,0
D000070638,"Ulnar Collateral Ligament Reconstruction",,0
D000070639,"Elbow Tendinopathy",,0
D000070642,"Brain Injuries, Traumatic",,0
D000070656,"Rotator Cuff Tear Arthropathy",,0
D000070657,"Crystal Arthropathies",,0
D000070658,Vigna,,0
D000070659,"Patient Comfort",,0
D000070660,Wolfiporia,,0
D000070676,Enthesopathy,,0
D000070677,Gentianales,,0
D000070696,Buttermilk,,0
D000070716,Kefir,,0
D000070736,Koumiss,,0
D000070777,"School Teachers",,0
D000070778,Perilipin-1,,0
D000070779,"Giant Cell Tumor of Tendon Sheath",,0
D000070780,Perilipin-2,,0
D000070796,Perilipin-3,,0
D000070797,Perilipin-5,,0
D000070798,"Nogo Proteins",,0
D000070799,"Open Fracture Reduction",,0
D000070816,"Nogo Receptor 1",,0
D000070817,"Nogo Receptor 2",,0
D000070818,"Discoidin Domain Receptors",,0
D000070819,"Discoidin Domain Receptor 1",,0
D000070820,"Discoidin Domain Receptor 2",,0
D000070821,Discoidins,,0
D000070822,"Discoidin Domain",,0
D000070837,"Lysine Acetyltransferases",,0
D000070838,"Pharmacy Research","pharmacy research as a field or the progress or status of pharmacy research; do not add routinely for specific pharmacy research studies; do not confuse with PHARMACEUTICAL RESEARCH",0
D000070840,"Nuclear Pharmacy",,0
D000070856,"High Fidelity Simulation Training",,0
D000070857,"Walk Test",,0
D000070876,Tensins,,0
D000070896,"Bankart Lesions",,0
D000070916,Tenocytes,,0
D000070918,Synoviocytes,,0
D000070956,"MutL Proteins",,0
D000070957,"MutL Protein Homolog 1",,0
D000070976,"Mismatch Repair Endonuclease PMS2",,0
D000070996,"ATP Binding Cassette Transporter, Subfamily G",,0
D000070997,"ATP Binding Cassette Transporter, Subfamily G, Member 2",,0
D000070998,"ATP Binding Cassette Transporter, Subfamily G, Member 1",,0
D000071017,Hyperekplexia,,0
D000071018,"ATP Binding Cassette Transporter, Subfamily G, Member 5",,0
D000071019,"ATP Binding Cassette Transporter, Subfamily G, Member 8",,0
D000071020,"Hemochromatosis Protein",,0
D000071036,"Sentinel Lymph Node",,0
D000071037,"Place Cells",,0
D000071038,"Grid Cells",,0
D000071039,"Perirhinal Cortex",,0
D000071040,"Axon Initial Segment",,0
D000071041,"Esophageal Mucosa",,0
D000071056,"Anorectal Malformations",,0
D000071057,"Tardive Dyskinesia",,0
D000071058,"Huntingtin Protein",,0
D000071059,"Phage Therapy",,0
D000071060,"Breast Density",,0
D000071061,"Traditional Pulse Diagnosis",,0
D000071062,"Sutureless Surgical Procedures",,0
D000071063,Endoglin,,0
D000071064,"Alert Fatigue, Health Personnel",,0
D000071065,"Standing Orders",,0
D000071066,"Patient Reported Outcome Measures",,0
D000071067,"Pneumonia, Necrotizing",,0
D000071068,Lipocalin-2,,0
D000071069,"Multiple Chronic Conditions",,0
D000071070,"Familial Multiple Lipomatosis",,0
D000071071,Microaneurysm,"coordinate with specific site",0
D000071072,"Acute Febrile Encephalopathy",,0
D000071074,"Neonatal Sepsis",,0
D000071075,"Small Fiber Neuropathy",,0
D000071076,"Network Meta-Analysis",,0
D000071077,"Surgical Oncology",,0
D000071078,"Stenosis, Pulmonary Vein",,0
D000071079,"Stenosis, Pulmonary Artery",,0
D000071080,"Cortical Excitability",,0
D000071081,"Minimal Clinically Important Difference",,0
D000071085,"Single-Balloon Enteroscopy",,0
D000071087,"Balloon Enteroscopy",,0
D000071096,"ADAMTS Proteins",,0
D000071097,"ADAMTS1 Protein",,0
D000071116,"ADAMTS5 Protein",,0
D000071117,"Laboratory Critical Values",,0
D000071118,"ADAMTS7 Protein",,0
D000071119,"ADAMTS9 Protein",,0
D000071120,"ADAMTS13 Protein",,0
D000071121,"ADAMTS4 Protein",,0
D000071137,"Poly (ADP-Ribose) Polymerase-1",,0
D000071156,"Promyelocytic Leukemia Protein",,0
D000071158,"Leucine-Rich Repeat Serine-Threonine Protein Kinase-2",,0
D000071161,"Forkhead Box Protein O1",,0
D000071162,"Trefoil Factors",,0
D000071163,"Trefoil Factor-1",,0
D000071164,"Trefoil Factor-2",,0
D000071165,"Trefoil Factor-3",,0
D000071176,"Signaling Lymphocytic Activation Molecule Family",,0
D000071177,"Signaling Lymphocytic Activation Molecule Family Member 1",,0
D000071178,"CD48 Antigen",,0
D000071179,"Signaling Lymphocytic Activation Molecule Associated Protein",,0
D000071181,"ATP Binding Cassette Transporter, Subfamily B, Member 2",,0
D000071182,Autophagosomes,,0
D000071183,"Autophagy-Related Proteins",,0
D000071184,"Pharmacogenomic Variants",,0
D000071185,"Pharmacogenomic Testing",,0
D000071186,Beclin-1,,0
D000071187,"Autophagy-Related Protein 5",,0
D000071189,"Autophagy-Related Protein-1 Homolog",,0
D000071190,"Autophagy-Related Protein 8 Family",,0
D000071192,"Autophagy-Related Protein 12",,0
D000071193,"Autophagy-Related Protein 7",,0
D000071194,Camelidae,,0
D000071195,"Educational Personnel",,0
D000071196,"Pyrin Domain",,0
D000071197,"B30.2-SPRY Domain",,0
D000071198,Pyrin,,0
D000071199,"NLR Family, Pyrin Domain-Containing 3 Protein",,0
D000071216,"Faculty, Pharmacy",,0
D000071217,"Infradian Rhythm",,0
D000071218,"Ultradian Rhythm",,0
D000071219,"Global Burden of Disease",,0
D000071220,"Pharmaceutical Research","pharmaceutical research as a field or the progress or status of pharmaceutical research; do not add routinely for specific pharmaceutical research studies; do not confuse with PHARMACY RESEARCH",0
D000071221,"Enhancer of Zeste Homolog 2 Protein",,0
D000071222,"Suppressor of Cytokine Signaling 1 Protein",,0
D000071223,"Suppressor of Cytokine Signaling 3 Protein",,0
D000071225,"Influenza A Virus, H5N8 Subtype","infection: coordinate with INFLUENZA, HUMAN in humans, or INFLUENZA IN BIRDS in birds, or ORTHOMYXOVIRIDAE INFECTIONS in other animals",0
D000071228,Polyelectrolytes,,0
D000071229,Perilipin-4,,0
D000071230,"Transcriptional Regulator ERG",,0
D000071231,"Carbonic Anhydrase IX",,0
D000071232,"Small Leucine-Rich Proteoglycans",,0
D000071234,Lumican,,0
D000071235,Fibromodulin,,0
D000071238,"Fibronectin Type III Domain",,0
D000071241,"Double-Stranded RNA Binding Motif",,0
D000071243,"Zika Virus Infection",,0
D000071244,"Zika Virus","infection = ZIKA VIRUS INFECTION",0
D000071245,"Mitochondrial Uncoupling Proteins",,0
D000071246,"Uncoupling Protein 2",,0
D000071247,"Uncoupling Protein 3",,0
D000071248,"Peroxisome Proliferator-Activated Receptor Gamma Coactivator 1-alpha",,0
D000071250,"Snail Family Transcription Factors",,0
D000071251,"Extreme Environments",,0
D000071252,Mentoring,,0
D000071253,Metadata,,0
D000071256,"Uncoupling Protein 1",,0
D000071257,"Emergence Delirium",,0
D000071277,"Harassment, Non-Sexual","SEXUAL HARASSMENT is also available",0
D000071278,Domestication,,0
D000071296,"Government Employees",,0
D000071297,"Acute Retroviral Syndrome",,0
D000071298,"Body Remains",,0
D000071316,"Forkhead Box Protein O3",,0
D000071317,"Nanog Homeobox Protein",,0
D000071336,"Transcription Activator-Like Effectors",,0
D000071376,"RNA-Binding Motifs",,0
D000071377,"RNA Recognition Motif",,0
D000071378,Bunion,"note HALLUX VALGUS is also available",0
D000071380,"Fibromatosis, Plantar",,0
D000071396,"Aldehyde Dehydrogenase, Mitochondrial",,0
D000071416,"Twist Transcription Factors",,0
D000071417,"Twist-Related Protein 2",,0
D000071419,"ETS Motif",,0
D000071421,"Life History Traits",,0
D000071422,"Inbreeding Depression",,0
D000071425,"Src Homology 2 Domain-Containing, Transforming Protein 1",,0
D000071426,"Src Homology 2 Domain-Containing, Transforming Protein 2",,0
D000071427,"Src Homology 2 Domain-Containing, Transforming Protein 3",,0
D000071436,Thermotolerance,,0
D000071437,"Axon Guidance",,0
D000071438,"Fatty Acid-Binding Protein 7",,0
D000071439,"Pseudoautosomal Regions",,0
D000071441,"Emotion-Focused Therapy",,0
D000071442,"Taxis Response",,0
D000071443,"12E7 Antigen",,0
D000071444,Phototaxis,,0
D000071446,"Neuronal Outgrowth",,0
D000071447,"N-Myc Proto-Oncogene Protein",,0
D000071448,"Axon Fasciculation",,0
D000071449,"Proprotein Convertase 9",,0
D000071450,"ATP Binding Cassette Transporter, Subfamily B, Member 3",,0
D000071451,"Chitinase-3-Like Protein 1",,0
D000071456,"Sequestosome-1 Protein",,0
D000071457,"DEAD Box Protein 58",,0
D000071458,"Death Domain Superfamily",,0
D000071459,"Death Domain",,0
D000071461,"Death Effector Domain",,0
D000071476,"Caspase Activation and Recruitment Domain",,0
D000071477,Gubernaculum,,0
D000071478,"APOBEC Deaminases",,0
D000071479,"APOBEC-1 Deaminase",,0
D000071480,"APOBEC-3G Deaminase",,0
D000071496,"AlkB Enzymes",,0
D000071497,"Immunogenicity, Vaccine",,0
D000071498,"AlkB Homolog 1, Histone H2a Dioxygenase",,0
D000071499,"AlkB Homolog 2, Alpha-Ketoglutarate-Dependent Dioxygenase",,0
D000071500,"AlkB Homolog 3, Alpha-Ketoglutarate-Dependent Dioxygenase",,0
D000071501,"AlkB Homolog 4, Lysine Demethylase",,0
D000071502,"AlkB Homolog 5, RNA Demethylase",,0
D000071503,"AlkB Homolog 8, tRNA Methyltransferase",,0
D000071516,"Alpha-Ketoglutarate-Dependent Dioxygenase FTO",,0
D000071518,"Liver X Receptors",,0
D000071538,"Cortical Bone",,0
D000071556,"Cancellous Bone",,0
D000071557,beta-Arrestins,,0
D000071559,"beta-Arrestin 1",,0
D000071560,"beta-Arrestin 2",,0
D000071562,"Fractures, Avulsion",,0
D000071576,"Crush Injuries","note entry term CRUSH FRACTURES: COMPRESSION FRACTURES is also available",0
D000071596,"Abdominal Oblique Muscles",,0
D000071616,"CDX2 Transcription Factor",,0
D000071617,"Protein Deglycase DJ-1",,0
D000071636,"Protein Phosphatase 2C",,0
D000071656,"Receptor, Notch3",,0
D000071657,"Werner Syndrome Helicase",,0
D000071676,"Zinc Finger Protein GLI1",,0
D000071677,"Histidine Kinase",,0
D000071678,"WD40 Repeats",,0
D000071679,"Glycogen Synthase Kinase 3 beta",,0
D000071681,"Tartrate-Resistant Acid Phosphatase",,0
D000071682,"Sterile Alpha Motif",,0
D000071696,Proteogenomics,,0
D000071697,Cellulite,,0
D000071698,"Latent Autoimmune Diabetes in Adults",,0
D000071699,"Bilateral Vestibulopathy",,0
D000071700,"Cone-Rod Dystrophies","ROD CONE DYSTROPHIES see RETINITIS PIGMENTOSA is also available",0
D000071701,"Regulatory Factor X Transcription Factors",,0
D000071716,"Regulatory Factor X1",,0
D000071717,"X-Box Binding Protein 1",,0
D000071736,"Stromal Interaction Molecules",,0
D000071737,"Stromal Interaction Molecule 1",,0
D000071738,"Stromal Interaction Molecule 2",,0
D000071739,"Calcium Release Activated Calcium Channels",,0
D000071740,"ORAI1 Protein",,0
D000071741,"ORAI2 Protein",,0
D000071756,"Soluble Guanylyl Cyclase",,0
D000071757,"BTB-POZ Domain",,0
D000071776,"Kelch Repeat",,0
D000071796,"SMARCB1 Protein",,0
D000071797,Butyrophilins,,0
D000071799,"Zinc Finger E-box-Binding Homeobox 1",,0
D000071816,Glycodelin,,0
D000071818,"Wnt-5a Protein",,0
D000071819,Virophages,,0
D000071820,"Emergency Medical Dispatch",,0
D000071821,Dystonin,,0
D000071822,"Emergency Medical Dispatcher",,0
D000071825,Extremophiles,,0
D000071826,"Distracted Driving",,0
D000071836,"Professional Practice Gaps",,0
D000071837,Fibrillins,,0
D000071838,Fibrillin-1,,0
D000071840,Fibrillin-2,,0
D000071841,"PAX6 Transcription Factor",,0
D000071856,"Tudor Domain",,0
D000071857,"Tumor Suppressor p53-Binding Protein 1",,0
D000071858,"Epithelial Cell Adhesion Molecule",,0
D000071876,"Prostaglandin-E Synthases",,0
D000071877,"Checkpoint Kinase 1",,0
D000071896,"Medically Unexplained Symptoms",,0
D000071916,"AC133 Antigen",,0
D000071936,"Nipple Discharge",,0
D000071937,"Cerebral Blood Volume",,0
D000071938,Fasciotomy,,0
D000071939,"Stroke Rehabilitation",,0
D000071940,Nucleons,,0
D000071941,"Barium Enema",,0
D000071956,"Myocardial Contusions",,0
D000071959,"Case Managers",,0
D000071960,"Breast Carcinoma In Situ","coordinate with BREAST NEOPLASMS",0
D000071976,"Gracilis Muscle",,0
D000071997,"Blood Culture",,0
D000071999,"S100 Calcium-Binding Protein A4",,0
D000072,Acedapsone,,0
D000072000,"NF-KappaB Inhibitor alpha",,0
D000072001,"Diet, Healthy",,0
D000072002,"Prion Proteins",,0
D000072017,"Deubiquitinating Enzymes",,0
D000072018,Audiologists,,0
D000072019,"Kelch-Like ECH-Associated Protein 1",,0
D000072020,"Synthetic Lethal Mutations",,0
D000072036,"Prophylactic Mastectomy",,0
D000072038,"Cardiac Rehabilitation",,0
D000072039,"Fracture Dislocation",,0
D000072040,"Apolipoprotein A-V",,0
D000072041,"PAX3 Transcription Factor",,0
D000072042,"Salter-Harris Fractures",,0
D000072056,"Transcription Factor HES-1",,0
D000072077,Anesthetists,,0
D000072078,"Positron Emission Tomography Computed Tomography",,0
D000072079,"Patched Receptors",,0
D000072080,Anesthesiologists,,0
D000072081,"Patched-1 Receptor",,0
D000072082,"Patched-2 Receptor",,0
D000072085,Dermatologists,,0
D000072086,"Smoothened Receptor",,0
D000072087,"Occupational Therapists",,0
D000072096,Cardiologists,,0
D000072097,Endocrinologists,,0
D000072098,"Single Photon Emission Computed Tomography Computed Tomography",,0
D000072099,"Serrate-Jagged Proteins",,0
D000072100,"Jagged-1 Protein",,0
D000072101,"Jagged-2 Protein",,0
D000072102,Gastroenterologists,,0
D000072103,Oncologists,,0
D000072104,Nephrologists,,0
D000072105,"Superoxide Dismutase-1",,0
D000072106,Pulmonologists,,0
D000072117,Counselors,,0
D000072137,Vaping,,0
D000072138,"Mosquito Vectors",,0
D000072139,"Giant Viruses",,0
D000072140,Rheumatologists,,0
D000072141,Neurologists,,0
D000072142,Pathologists,,0
D000072143,Pediatricians,,0
D000072156,Neonatologists,,0
D000072157,Physiatrists,,0
D000072158,Epidemiologists,,0
D000072159,"Dynactin Complex",,0
D000072160,"Tumor Protein p73",,0
D000072161,"Orthopedic Surgeons",,0
D000072162,Optometrists,,0
D000072163,Ophthalmologists,,0
D000072176,Superconductivity,,0
D000072177,Radiologists,,0
D000072178,Urologists,,0
D000072179,"Interleukin-1 Receptor-Like 1 Protein",,0
D000072180,"Phosphoinositide Phosphatases",,0
D000072181,"Inositol Polyphosphate 5-Phosphatases",,0
D000072182,"Non-Medical Public and Private Facilities","used for searching; INDEXER: Do not use; CATALOGER: Do not use",0
D000072183,"Phosphatidylinositol-3,4,5-Trisphosphate 5-Phosphatases",,0
D000072184,"Nurse Specialists",,0
D000072196,Fertilins,,0
D000072197,"ADAM10 Protein",,0
D000072198,"ADAM17 Protein",,0
D000072199,"ADAM12 Protein",,0
D000072200,"Ku Autoantigen",,0
D000072216,"Zona Pellucida Glycoproteins",,0
D000072218,Endodontists,,0
D000072219,Geriatricians,,0
D000072220,Otolaryngologists,,0
D000072221,"Nurses, Neonatal",,0
D000072222,"Nurses, Pediatric",,0
D000072223,Allergists,,0
D000072224,"Bcl-2-Like Protein 11",,0
D000072226,"Computed Tomography Angiography",,0
D000072227,"Shoulder Prosthesis",,0
D000072228,"Arthroplasty, Replacement, Shoulder",,0
D000072229,"Posterior Cruciate Ligament Reconstruction",,0
D000072230,"Sustained Virologic Response",,0
D000072231,"In Vivo Dosimetry",,0
D000072232,"Radiation Dosimeters",,0
D000072233,"Homer Scaffolding Proteins",,0
D000072234,"Donor Conception",,0
D000072235,"Mating Factor",,0
D000072236,"Methyl-Accepting Chemotaxis Proteins",,0
D000072237,"ERG1 Potassium Channel",,0
D000072257,"Oxygen Radical Absorbance Capacity",,0
D000072258,"Tumor Hypoxia",,0
D000072259,"Connexin 26",,0
D000072260,"RNA Splicing Factors",,0
D000072261,"Dishevelled Proteins",,0
D000072263,"Private Facilities","do not add as a coordinate with a specific facility unless the private aspect is emphasized",0
D000072264,"Sports and Recreational Facilities",,0
D000072277,"Maximal Respiratory Pressures",,0
D000072278,"Forkhead Box Protein M1",,0
